2019-06-23 03:10:44.816802, INFO, BHS_INTF, BaseOp::EvalState: scanner [UNINIT,NOT_USED_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:43:40.395217, INFO, BHS_INTF, BaseOp::EvalState: scanner [CAL_SERVICE,IMAGE_QUALITY_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [true]
2019-06-23 04:43:40.406820, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GOING_TO_SCAN_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:43:40.460128, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,POWERLINK_COMM_CHECK_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:43:46.415967, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_RUNOUT_SS] conveyor [IDLE] = flushing [true] scanning [false] mode [FlushNoEntry] in diagnostic [false]
2019-06-23 04:43:46.506896, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_RUNOUT_SS] conveyor [ACCEL] = flushing [true] scanning [false] mode [FlushNoEntry] in diagnostic [false]
2019-06-23 04:43:47.168248, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_RUNOUT_SS] conveyor [RUNNING] = flushing [true] scanning [false] mode [FlushNoEntry] in diagnostic [false]
2019-06-23 04:44:32.462648, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_RUNOUT_SS] conveyor [DECEL] = flushing [true] scanning [false] mode [FlushNoEntry] in diagnostic [false]
2019-06-23 04:44:33.752544, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_RUNOUT_SS] conveyor [IDLE] = flushing [true] scanning [false] mode [FlushNoEntry] in diagnostic [false]
2019-06-23 04:44:34.564840, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GANTRY_SPINUP_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:44:36.767369, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CALIBRATING_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:44:37.841180, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,XRAY_ENERGIZING_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:44:42.045558, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CALIBRATING_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:44:49.280519, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_STARTUP_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [Autonomous] in diagnostic [false]
2019-06-23 04:44:49.481085, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_STARTUP_SS] conveyor [ACCEL] = flushing [false] scanning [true] mode [Autonomous] in diagnostic [false]
2019-06-23 04:44:50.116823, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_STARTUP_SS] conveyor [RUNNING] = flushing [false] scanning [true] mode [Autonomous] in diagnostic [false]
2019-06-23 04:44:50.628449, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,SCANNING_SS] conveyor [RUNNING] = flushing [false] scanning [true] mode [Autonomous] in diagnostic [false]
2019-06-23 04:45:25.348292, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,IMAGE_QUALITY_SS] conveyor [RUNNING] = flushing [false] scanning [false] mode [AutonomousOneBag] in diagnostic [true]
2019-06-23 04:45:51.656400, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,IMAGE_QUALITY_SS] conveyor [DECEL] = flushing [false] scanning [false] mode [AutonomousOneBag] in diagnostic [true]
2019-06-23 04:45:52.881979, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,IMAGE_QUALITY_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousOneBag] in diagnostic [true]
2019-06-23 04:45:55.496532, INFO, BHS_INTF, BaseOp::EvalState: scanner [IDLE,IDLE_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:14.180320, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GOING_TO_SCAN_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:14.180551, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,POWERLINK_COMM_CHECK_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:14.280491, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GOING_TO_SCAN_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:14.381236, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GANTRY_SPINUP_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:16.583963, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CALIBRATING_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:17.773202, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,XRAY_ENERGIZING_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:21.977663, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CALIBRATING_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:46:29.166046, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_STARTUP_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [Autonomous] in diagnostic [false]
2019-06-23 04:46:29.231005, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_STARTUP_SS] conveyor [ACCEL] = flushing [false] scanning [true] mode [Autonomous] in diagnostic [false]
2019-06-23 04:46:29.881125, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,CONVEYOR_STARTUP_SS] conveyor [RUNNING] = flushing [false] scanning [true] mode [Autonomous] in diagnostic [false]
2019-06-23 04:46:30.323140, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,SCANNING_SS] conveyor [RUNNING] = flushing [false] scanning [true] mode [Autonomous] in diagnostic [false]
2019-06-23 04:47:22.019797, INFO, BHS_INTF, BaseOp::EvalState: scanner [IDLE,IDLE_SS] conveyor [RUNNING] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:47:22.100903, INFO, BHS_INTF, BaseOp::EvalState: scanner [IDLE,IDLE_SS] conveyor [DECEL] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 04:47:23.302839, INFO, BHS_INTF, BaseOp::EvalState: scanner [IDLE,IDLE_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 09:45:00.254555, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GOING_TO_SCAN_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 09:45:00.254876, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,POWERLINK_COMM_CHECK_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 09:45:00.354705, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GOING_TO_SCAN_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
2019-06-23 09:45:00.455280, INFO, BHS_INTF, BaseOp::EvalState: scanner [SCAN,GANTRY_SPINUP_SS] conveyor [IDLE] = flushing [false] scanning [false] mode [AutonomousNoEntry] in diagnostic [false]
